age,agecat,degree,educ,emailhrs,hrs1,ndegree,netcat,nethrs,sex,sphrs1,srcheng2,tvhours,usecomp,usemail,usenet,useweb,webhrs,hapmar,happy,speduc,rincome,life,income,maeduc,paeduc,marital,postlife,pres96,richwork,satjob,sibs,spdeg,spwrksta,vote96,wrkstat,zodiac,incomdol,rincdol,husbeduc,wifeduc,husbhr,wifehr,husbft,wifeft,cpldifed,prtdifed
37,2,1,12,1,43,1,4,5,2,56,31,2,1,1,1,1,4,1,2,12,12,2,20,12,12,1,1,0,1,2,1,1,1,2,1,5,67500,18750,12,12,56,43,1,1,0,0
24,1,3,15,3,40,2,3,3,2,-1,0,3,1,1,1,0,0,0,2,97,8,1,10,12,12,5,1,0,1,2,2,7,0,2,1,8,13750,9000, , , , , , , ,0
81,5,1,12,-1,-1,1,1,-1,2,-1,0,-1,0,0,0,0,-1,0,3,97,1,2,12,8,98,5,0,1,0,0,2,7,0,1,5,12,18750,500, , , , , , , , 
42,3,1,12,-1,42,1,1,-1,2,-1,0,2,0,0,0,0,-1,2,2,99,11,0,11,98,5,1,1,0,0,1,2,0,7,2,1,9,16250,16250, ,12, ,42,0,1, , 
40,3,1,16,.166666666666667,45,1,2,.666666666666667,1,-1,2,2,1,1,1,1,.5,0,2,97,16,2,16,12,97,5,1,2,8,2,4,7,0,1,1,8,32500,32500, , , , , , , , 
80,5,1,12,-1,-1,1,1,-1,2,-1,0,8,0,0,0,0,-1,0,2,97,0,2,9,98,99,2,1,1,0,0,2,7,0,1,5,5,11250,-2, , , , , , , , 
52,4,1,12,-1,-1,1,1,-1,2,48,0,-1,0,0,0,0,-1,1,2,14,14,1,15,12,8,1,0,1,0,0,6,1,1,1,8,5,27500,23750,14,12,48, ,1,0,2,-4
40,3,1,12,3,44,1,3,4,1,-1,1,-1,1,1,1,1,1,0,2,97,17,1,18,15,97,5,0,1,1,1,2,7,0,1,1,6,45000,37500, , , , , , , , 
61,5,0,8,-1,-1,0,1,-1,2,-1,0,8,0,0,0,0,-1,3,3,8,0,3,7,8,98,1,8,0,0,1,3,0,5,2,5,2,7500,-2,8,8, , ,0,0,0, 
45,3,1,12,-1,-1,1,1,-1,1,-1,0,8,0,0,0,0,-1,0,3,97,0,2,1,9,97,5,2,3,0,1,1,7,0,1,8,2,500,-2, , , , , , , , 
71,5,0,8,-1,-1,0,1,-1,2,-1,0,12,0,0,0,0,-1,0,3,97,0,0,4,98,97,2,8,0,0,9,6,7,0,2,7,9,4500,-2, , , , , , , , 
24,1,0,11,-1,40,0,1,-1,1,-1,0,-1,0,0,0,0,-1,0,3,97,8,2,8,10,97,5,0,0,2,2,3,7,0,2,1,1,9000,9000, , , , , , , , 
45,3,2,14,1,40,2,3,2,2,-1,1,2,1,1,1,1,1,0,2,97,16,0,16,14,97,3,2,1,0,2,9,7,0,1,1,12,32500,32500, , , , , , , , 
54,4,3,16,3,40,2,5,12,1,-1,32,2,1,1,1,1,9,0,1,97,17,1,17,12,12,3,1,1,2,1,3,7,0,1,1,8,37500,37500, , , , , , , ,0
32,2,3,14,8,46,2,5,28,2,37,1,-1,1,1,1,1,20,1,2,13,13,1,16,12,14,1,0,3,1,2,2,1,2,1,1,12,32500,21250,13,14,37,46,0,1,-1,2
29,1,1,15,.5,36,1,3,1.5,2,40,1,4,1,1,1,1,1,1,2,17,7,1,17,12,12,1,1,1,1,4,2,3,1,1,2,9,37500,7500,17,15,40,36,1,0,2,0
31,2,1,13,.166666666666667,-1,1,3,1.66666666666667,1,40,1,1,1,1,1,1,1.5,2,3,14,16,0,18,12,12,1,1,3,0,1,1,2,1,1,4,1,45000,32500,13,14, ,40,0,1,-1,0
39,2,1,13,1,-1,1,3,2,2,54,99,-1,1,1,1,1,1,1,1,99,4,2,18,12,12,1,0,2,2,1,3,0,1,1,3,12,45000,4500, ,13,54, ,1,0, ,0
41,3,1,11,-1,50,1,1,-1,1,10,0,-1,0,0,0,0,-1,1,2,12,16,2,16,97,10,1,0,0,1,1,3,1,2,2,1,5,32500,32500,11,12,50,10,1,0,-1, 
77,5,0,11,3,-1,0,3,4,2,-1,1,8,1,1,1,1,1,0,3,97,0,0,10,2,8,2,1,1,0,0,2,7,0,1,5,10,13750,-2, , , , , , , ,6
36,2,4,20,4,15,2,4,8,1,-1,1,1,1,1,1,1,4,0,3,97,5,3,11,12,12,5,1,1,1,2,1,7,0,1,2,10,16250,5500, , , , , , , ,0
23,1,1,14,3,40,1,3,4,1,-1,1,0,1,1,1,1,1,0,2,97,1,2,10,16,12,5,2,1,2,3,1,7,0,1,1,8,13750,500, , , , , , , ,-4
39,2,0,10,-1,-1,0,1,-1,1,-1,0,-1,0,0,0,0,-1,0,3,97,15,2,15,97,97,5,0,0,1,1,2,7,0,2,4,2,27500,27500, , , , , , , , 
54,4,2,14,3,60,2,4,7,1,-1,9,2,1,1,1,1,4,0,1,97,13,0,20,12,12,2,1,9,0,1,2,7,0,1,1,6,67500,21250, , , , , , , ,0
64,5,1,12,-1,-1,1,1,-1,1,-1,0,99,0,0,0,0,-1,2,2,12,0,2,15,8,8,1,1,1,0,0,7,1,5,1,5,7,27500,-2,12,12, , ,0,0,0,0
43,3,1,14,-1,40,1,1,-1,2,40,0,2,1,0,0,0,-1,2,2,99,18,0,22,12,14,1,1,2,0,2,1,0,1,1,1,9,100000,45000, ,14,40,40,1,1, ,2
34,2,4,16,4,10,2,4,5,2,-1,0,-1,1,1,1,1,1,0,3,97,0,1,12,16,16,2,0,2,1,1,3,7,0,1,2,7,18750,-2, , , , , , , ,0
72,5,1,12,5,-1,1,5,11,1,-1,1,1,1,1,1,1,6,1,1,12,0,0,18,8,97,1,1,2,0,0,7,1,7,1,5,5,45000,-2,12,12, , ,0,0,0, 
66,5,4,15,-1,-1,2,1,-1,2,-1,0,-1,0,0,0,0,-1,1,2,17,0,1,19,5,7,1,0,1,0,9,3,4,5,1,7,6,55000,-2,17,15, , ,0,0,2,2
47,3,1,12,.5,40,1,2,.5,2,45,0,2,1,1,1,0,0,1,2,12,15,0,19,7,8,1,1,0,0,2,6,1,1,2,1,4,55000,27500,12,12,45,40,1,1,0,1
66,5,4,19,2,16,2,3,3,1,32,0,-1,1,1,1,1,1,2,2,14,20,1,21,8,8,1,0,2,1,2,0,1,1,1,2,8,82500,67500,19,14,16,32,0,1,5,0
73,5,1,14,1,-1,1,4,6,2,-1,0,10,1,1,1,1,5,0,2,97,2,1,10,8,97,3,1,0,0,0,2,7,0,2,5,8,13750,2000, , , , , , , , 
40,3,1,12,0,-1,1,2,.75,2,35,0,2,1,0,1,1,.75,2,2,99,0,0,23,12,13,1,1,2,0,9,2,0,1,1,7,8,110000,-2, ,12,35, ,1,0, ,1
42,3,3,16,1,80,2,5,11,1,35,1,3,1,1,1,1,10,2,2,16,19,1,21,12,8,1,1,1,1,1,1,3,1,1,1,6,82500,55000,16,16,80,35,1,1,0,-4
37,2,4,16,7,45,2,5,17,1,40,0,3,1,1,1,1,10,1,2,12,16,0,19,12,16,1,1,2,0,1,3,1,1,1,1,6,55000,32500,16,12,45,40,1,1,4,4
39,2,4,18,.25,50,2,2,.5,1,-1,13,1,1,1,1,1,.25,0,1,97,18,1,18,14,11,5,1,2,1,1,1,7,0,1,1,8,45000,45000, , , , , , , ,-3
33,2,3,14,5,40,2,4,7,2,-1,0,-1,1,1,1,1,2,0,2,97,12,1,14,14,14,3,0,3,1,1,5,7,0,1,1,5,23750,18750, , , , , , , ,0
30,2,1,10,1.5,42,1,4,4.5,1,-1,1,4,1,1,1,1,3,0,2,97,1,0,11,97,97,3,2,0,0,1,3,7,0,2,1,11,16250,500, , , , , , , , 
43,3,1,14,-1,84,1,1,-1,1,-1,0,-1,0,0,0,0,-1,0,1,97,24,1,24,8,16,3,0,0,2,2,2,7,0,2,1,4,-1,-1, , , , , , , ,8
38,2,0,8,-1,-1,0,1,-1,1,-1,0,3,0,0,0,0,-1,0,2,97,5,2,5,98,98,4,8,0,1,1,7,7,0,2,4,11,5500,5500, , , , , , , , 
35,2,0,11,-1,40,0,1,-1,1,-1,0,99,0,0,0,0,-1,0,2,97,15,2,15,11,97,3,2,0,2,2,7,7,0,2,1,6,27500,27500, , , , , , , , 
44,3,1,12,-1,40,1,1,-1,1,-1,0,4,0,0,0,0,-1,0,2,97,12,0,12,12,6,5,1,1,0,1,4,7,0,1,1,5,18750,18750, , , , , , , ,-6
29,1,1,12,0,50,1,2,1,1,-1,1,2,1,0,1,1,1,0,3,97,13,2,14,12,97,5,1,0,2,2,1,7,0,2,1,10,23750,21250, , , , , , , , 
45,3,1,12,-1,40,1,1,-1,1,-1,0,4,0,0,0,0,-1,0,3,97,15,0,15,16,14,5,1,2,0,3,15,7,0,1,1,12,27500,27500, , , , , , , ,-2
61,5,0,11,-1,15,0,1,-1,2,-1,0,2,0,0,0,0,-1,0,2,97,24,0,24,98,8,3,8,0,0,1,1,7,0,2,2,8,-1,-1, , , , , , , , 
44,3,1,12,-1,-1,1,1,-1,1,80,0,8,0,0,0,0,-1,1,1,12,0,2,9,98,97,1,1,1,0,0,6,1,1,1,5,2,11250,-2,12,12, ,80,0,1,0, 
66,5,1,12,14,34,1,5,21,2,-1,1,-1,1,1,1,1,7,0,2,97,0,1,24,98,97,3,0,1,1,1,0,7,0,1,2,8,-1,-2, , , , , , , , 
48,3,1,14,.583333333333333,46,1,3,1.58333333333333,1,20,1,2,1,1,1,1,1,2,2,18,21,1,22,10,12,1,8,1,1,1,6,4,2,1,1,9,100000,82500,14,18,46,20,1,0,-4,2
19,1,0,11,0,-1,0,2,.25,2,-1,20,1,1,0,1,1,.25,0,2,97,2,1,98,14,14,5,1,0,0,0,1,7,0,3,6,6,-2,2000, , , , , , , ,0
66,5,4,20,3,-1,2,3,4,2,-1,1,1,1,1,1,1,1,0,1,97,0,0,19,12,16,5,8,1,0,0,1,7,0,1,5,7,55000,-2, , , , , , , ,4
41,3,1,12,-1,50,1,1,-1,2,-1,0,4,1,0,0,0,-1,2,3,11,16,2,16,12,12,1,1,0,1,1,5,1,7,2,1,5,32500,32500,11,12, ,50,0,1,-1,0
28,1,1,13,-1,50,1,1,-1,2,-1,0,1,1,0,0,0,-1,0,2,97,13,2,16,12,99,2,2,1,2,1,1,7,0,1,1,11,32500,21250, , , , , , , , 
46,3,2,14,1,40,2,3,1.75,2,-1,0,3,1,1,1,1,.75,0,2,97,20,0,20,14,97,5,8,1,0,1,4,7,0,1,1,10,67500,67500, , , , , , , , 
43,3,1,11,0,58,1,2,1,1,-1,0,-1,1,0,1,1,1,2,2,14,18,2,18,98,97,1,0,3,2,2,8,1,7,1,1,8,45000,45000,11,14,58, ,1,0,-3, 
27,1,1,14,1,40,1,3,1.5,2,40,0,1,1,1,1,1,.5,1,1,16,16,1,21,12,97,1,1,1,2,2,5,3,1,1,1,1,82500,32500,16,14,40,40,1,1,2, 
39,2,1,12,-1,44,1,1,-1,1,-1,0,6,0,0,0,0,-1,2,1,9,15,2,16,12,12,1,1,0,1,1,2,8,7,2,1,3,32500,27500,12,9,44, ,1,0,3,0
50,4,1,12,4,40,1,4,6,1,-1,11,-1,1,1,1,1,2,0,2,97,24,1,24,98,98,3,0,1,1,2,8,7,0,1,1,1,-1,-1, , , , , , , , 
60,5,2,13,-1,-1,2,1,-1,2,48,0,4,0,0,0,0,-1,2,2,12,0,0,18,12,14,1,8,3,0,9,1,1,1,1,7,6,45000,-2,12,13,48, ,1,0,-1,2
29,1,1,12,.5,42,1,4,7.5,1,-1,21,2,1,1,1,1,7,2,3,10,17,0,17,12,97,1,1,0,0,3,3,1,7,8,1,12,37500,37500,12,10,42, ,1,0,2, 
63,5,3,16,1,-1,2,4,9,1,-1,1,2,1,1,1,1,8,0,2,97,23,2,23,12,14,3,1,2,1,1,4,7,0,1,4,6,110000,110000, , , , , , , ,2
41,3,4,20,.166666666666667,-1,2,2,.333333333333333,1,-1,0,-1,1,1,1,1,.166666666666667,1,1,16,20,1,20,12,12,1,0,8,1,2,3,3,7,1,3,4,67500,67500,20,16, , ,0,0,4,0
51,4,1,12,-1,40,1,1,-1,2,60,0,-1,0,0,0,0,-1,2,2,14,8,2,14,97,97,1,0,0,1,1,5,1,1,2,1,10,23750,9000,14,12,60,40,1,1,2, 
47,3,3,13,1,44,2,2,1,2,-1,0,3,1,1,1,0,0,0,2,97,10,0,10,10,97,3,1,1,0,2,11,7,0,1,1,9,13750,13750, , , , , , , , 
51,4,1,12,-1,40,1,1,-1,1,-1,0,-1,1,0,0,0,-1,0,2,97,18,1,18,8,8,4,0,1,2,1,3,7,0,1,1,11,45000,45000, , , , , , , ,0
40,3,3,14,-1,99,2,1,-1,2,-1,0,-1,0,0,0,0,-1,3,3,10,1,3,13,16,20,1,0,1,1,4,2,0,3,1,2,1,21250,500,10,14, , ,0,0,-4,4
45,3,1,12,-1,14,1,1,-1,2,-1,0,-1,0,0,0,0,-1,0,2,97,5,2,9,12,98,3,0,0,1,2,5,7,0,2,2,7,11250,5500, , , , , , , , 
52,4,1,12,-1,40,1,1,-1,2,-1,0,3,1,0,0,0,-1,0,2,97,13,0,13,12,98,3,1,2,0,3,2,7,0,1,1,11,21250,21250, , , , , , , , 
25,1,4,16,40,85,2,5,60,2,-1,13,1,1,1,1,1,20,0,2,97,16,1,16,12,20,5,1,2,1,1,1,7,0,1,1,6,32500,32500, , , , , , , ,8
21,1,1,13,.25,41,1,4,5.25,2,-1,2,2,1,1,1,1,5,0,2,97,10,2,23,12,98,5,2,0,2,1,1,7,0,3,1,12,110000,13750, , , , , , , , 
49,3,4,18,20,55,2,5,30,1,-1,6,-1,1,1,1,1,10,0,2,97,17,2,21,12,98,3,0,2,1,4,4,7,0,1,1,2,82500,37500, , , , , , , , 
60,5,0,8,21,60,0,5,21,1,-1,0,1,1,1,1,0,0,3,2,12,18,2,18,8,4,1,2,1,1,1,3,1,7,1,1,4,45000,45000,8,12,60, ,1,0,-4,-4
30,2,1,12,-1,46,1,1,-1,1,-1,0,-1,0,0,0,0,-1,1,1,14,13,1,14,97,12,1,0,0,1,2,4,4,7,2,1,6,23750,21250,12,14,46, ,1,0,-2, 
34,2,0,8,-1,-1,0,1,-1,2,-1,0,2,0,0,0,0,-1,0,1,97,0,2,1,10,98,5,1,0,2,9,5,7,0,2,4,2,500,-2, , , , , , , , 
51,4,1,12,-1,46,1,1,-1,2,-1,0,2,0,0,0,0,-1,0,2,97,13,0,99,12,11,3,1,0,0,2,5,7,0,2,1,9,-2,21250, , , , , , , ,-1
27,1,1,14,-1,40,1,1,-1,1,-1,0,-1,0,0,0,0,-1,0,2,97,0,1,24,16,97,5,0,0,1,2,2,7,0,2,1,9,-1,-2, , , , , , , , 
46,3,0,99,-3,60,0,9,-3,2,35,99,2,9,9,9,9,-3,2,2,99,24,0,24,12,10,1,9,0,0,2,2,0,2,9,1,99,-1,-1, , ,35,60,0,1, ,-2
29,1,4,16,-1,-1,2,1,-1,2,-1,0,99,0,0,0,0,-1,0,3,97,11,1,11,12,12,5,1,3,1,3,1,7,0,1,4,3,16250,16250, , , , , , , ,0
25,1,0,12,-1,70,0,1,-1,2,-1,0,2,0,0,0,0,-1,0,2,97,18,2,18,12,9,5,2,0,2,2,7,7,0,2,1,10,45000,45000, , , , , , , ,-3
66,5,0,2,-1,-1,0,1,-1,2,-1,0,-1,0,0,0,0,-1,2,3,11,0,2,15,8,8,1,0,0,0,0,2,0,5,2,5,6,27500,-2,11,2, , ,0,0,9,0
84,5,0,10,-1,-1,0,1,-1,2,-1,0,1,0,0,0,0,-1,0,2,97,0,0,24,98,98,2,2,0,0,1,5,7,0,8,5,10,-1,-2, , , , , , , , 
75,5,0,10,-1,-1,0,1,-1,2,-1,0,-1,0,0,0,0,-1,1,1,7,98,1,98,98,98,1,0,0,0,1,5,0,5,8,5,99,-2,-2,7,10, , ,0,0,-3, 
83,5,9,16,-1,-1, ,1,-1,1,-1,0,-1,0,0,0,0,-1,1,1,12,0,2,98,98,98,1,0,2,0,0,3,1,7,1,5,4,-2,-2,16,12, , ,0,0,4, 
48,3,1,16,-1,20,1,1,-1,2,40,0,-1,0,0,0,0,-1,1,2,12,22,2,22,12,8,1,0,0,1,2,2,1,1,2,2,9,100000,100000,12,16,40,20,1,0,-4,-4
42,3,1,13,3,50,1,3,4,1,40,0,3,1,1,1,1,1,1,1,13,23,0,23,12,16,1,2,2,0,1,1,1,1,1,1,2,110000,110000,13,13,50,40,1,1,0,4
41,3,1,14,-1,40,1,1,-1,1,25,0,1,0,0,0,0,-1,1,1,12,24,0,24,16,6,1,2,0,0,1,3,1,2,3,1,9,-1,-1,14,12,40,25,1,0,2,-10
55,4,4,20,60,60,2,5,100,2,45,9,3,1,1,1,1,40,9,9,16,23,0,23,16,14,1,8,1,0,1,5,3,1,1,1,2,110000,110000,16,20,45,60,1,1,-4,-2
42,3,3,16,2,45,2,3,4,1,45,2,2,1,1,1,1,2,2,2,12,22,2,23,16,16,1,2,1,1,2,2,1,1,1,1,1,110000,100000,16,12,45,45,1,1,4,0
19,1,1,12,1.5,65,1,3,1.83333333333333,2,-1,0,0,1,1,1,1,.333333333333333,0,2,97,2,0,99,15,16,5,1,0,0,1,2,7,0,3,1,8,-2,2000, , , , , , , ,1
49,3,4,20,8,45,2,4,10,2,50,1,-1,1,1,1,1,2,1,1,20,21,1,23,12,12,1,0,1,2,2,3,4,1,1,1,4,110000,82500,20,20,50,45,1,1,0,0
56,4,4,18,-1,-1,2,1,-1,2,-1,0,4,0,0,0,0,-1,0,3,97,0,3,18,12,8,3,1,1,0,0,1,7,0,1,5,7,45000,-2, , , , , , , ,-4
70,5,1,12,-1,-1,1,1,-1,2,-1,0,6,0,0,0,0,-1,0,2,97,0,2,7,8,98,2,1,0,0,0,4,7,0,2,5,9,7500,-2, , , , , , , , 
55,4,1,12,-1,-1,1,1,-1,2,-1,0,0,0,0,0,0,-1,0,1,97,0,0,99,98,98,2,8,1,0,0,7,7,0,1,5,99,-2,-2, , , , , , , , 
52,4,1,12,-1,-1,1,1,-1,1,25,0,2,0,0,0,0,-1,1,1,12,18,0,19,6,97,1,2,3,0,1,2,1,2,1,4,10,55000,45000,12,12, ,25,0,0,0, 
25,1,1,12,-1,6,1,1,-1,2,-1,0,14,0,0,0,0,-1,0,3,97,1,3,1,12,12,5,1,0,2,1,1,7,0,2,2,2,500,500, , , , , , , ,0
49,3,1,9,3.5,67,1,4,6.5,2,-1,1,-1,1,1,1,1,3,0,2,97,13,2,13,97,97,3,0,1,1,1,6,7,0,1,1,9,21250,21250, , , , , , , , 
70,5,1,12,-1,-1,1,1,-1,2,-1,0,2,0,0,0,0,-1,0,1,97,0,0,6,12,12,3,1,1,0,0,3,7,0,1,5,4,6500,-2, , , , , , , ,0
56,4,1,12,-1,40,1,1,-1,2,-1,0,2,0,0,0,0,-1,0,2,97,2,2,14,12,11,3,1,2,2,1,2,7,0,1,1,10,23750,2000, , , , , , , ,-1
34,2,1,13,-1,-1,1,1,-1,1,-1,0,0,1,0,0,0,-1,0,3,97,7,0,10,16,16,5,1,2,0,2,1,7,0,1,4,5,13750,7500, , , , , , , ,0
26,1,1,9,-1,35,1,1,-1,1,-1,0,-1,0,0,0,0,-1,0,2,97,2,2,2,97,97,5,0,0,1,2,3,7,0,2,1,7,2000,2000, , , , , , , , 
35,2,1,10,-1,32,1,1,-1,2,40,0,-1,1,0,0,0,-1,2,2,12,99,2,99,98,98,1,0,0,2,1,2,1,1,2,1,10,-2,-2,12,10,40,32,1,1,2, 
47,3,0,4,-1,40,0,1,-1,2,-1,0,2,0,0,0,0,-1,0,2,97,13,0,14,2,2,3,2,0,0,2,14,7,0,2,1,7,23750,21250, , , , , , , ,0
80,5,1,12,-3,-1,1,9,-3,2,-1,99,-1,9,9,9,9,-3,1,1,8,0,8,1,97,8,1,0,1,0,1,5,0,7,1,7,99,500,-2,8,12, , ,0,0,-4, 
69,5,0,9,-1,99,0,1,-1,2,-1,0,2,0,0,0,0,-1,0,1,97,9,0,9,98,98,5,2,1,0,9,1,7,0,1,2,12,11250,11250, , , , , , , , 
29,1,1,13,-1,40,1,1,-1,2,65,0,2,0,0,0,0,-1,2,2,12,16,2,20,15,12,1,2,1,1,2,4,1,1,1,1,10,67500,32500,12,13,65,40,1,1,-1,-3
29,1,1,12,-1,37,1,1,-1,2,-1,0,3,0,0,0,0,-1,0,2,97,10,0,15,15,97,5,8,0,0,2,3,7,0,2,1,3,27500,13750, , , , , , , , 
68,5,1,12,-1,-1,1,1,-1,2,-1,0,2,0,0,0,0,-1,0,3,97,0,2,12,12,97,3,8,9,0,0,7,7,0,1,5,12,18750,-2, , , , , , , , 
47,3,1,12,-1,40,1,1,-1,1,40,0,3,0,0,0,0,-1,1,2,12,15,2,19,9,12,1,1,1,1,1,6,1,1,1,1,2,55000,27500,12,12,40,40,1,1,0,3
58,4,0,7,-1,40,0,1,-1,2,-1,0,4,0,0,0,0,-1,0,3,97,13,0,13,6,98,5,2,0,0,2,14,7,0,2,1,7,21250,21250, , , , , , , , 
38,2,3,16,0,74,2,3,2,2,-1,0,-1,1,0,1,1,2,0,2,97,19,2,20,12,97,3,0,1,1,2,6,7,0,1,1,3,67500,55000, , , , , , , , 
81,5,1,12,-1,-1,1,1,-1,2,-1,0,-1,0,0,0,0,-1,0,2,97,0,2,10,12,12,2,0,1,0,1,3,7,0,1,5,1,13750,-2, , , , , , , ,0
30,2,4,19,3.5,-1,2,4,7.5,2,-1,1,-1,1,1,1,1,4,0,2,97,99,1,16,18,12,5,0,0,0,1,2,7,0,2,6,12,32500,-2, , , , , , , ,-6
28,1,1,13,-1,60,1,1,-1,1,40,0,-1,1,0,0,0,-1,1,1,9,16,1,18,14,12,1,0,0,1,1,4,1,1,2,1,4,45000,32500,13,9,60,40,1,1,4,-2
44,3,3,16,10,49,2,5,12,1,-1,1,2,1,1,1,1,2,0,2,97,18,2,18,12,12,5,1,1,1,2,2,7,0,1,1,5,45000,45000, , , , , , , ,0
39,2,1,12,-1,57,1,1,-1,1,-1,0,4,0,0,0,0,-1,0,1,97,16,0,16,18,98,5,1,0,0,1,2,7,0,2,1,7,32500,32500, , , , , , , , 
46,3,1,12,-3,32,1,9,-3,2,-1,99,4,1,9,9,9,-3,0,2,97,16,0,16,14,99,3,1,3,0,1,1,7,0,1,1,8,32500,32500, , , , , , , , 
61,5,0,11,-1,60,0,1,-1,1,-1,0,-1,0,0,0,0,-1,0,1,97,24,1,24,98,6,3,0,1,1,1,5,7,0,1,1,9,-1,-1, , , , , , , , 
38,2,1,12,-1,45,1,1,-1,2,-1,0,3,0,0,0,0,-1,0,2,97,13,2,99,14,18,3,2,3,2,4,3,7,0,1,1,2,-2,21250, , , , , , , ,4
26,1,1,13,-3,40,1,9,-3,2,60,99,2,1,9,9,9,-3,2,2,12,13,0,19,9,9,1,1,1,0,2,3,0,1,1,1,6,55000,21250,12,13,60,40,1,1,-1,0
45,3,0,8,-1,35,0,1,-1,2,-1,0,99,0,0,0,0,-1,0,1,97,11,1,24,97,97,3,1,0,2,1,4,7,0,2,1,4,-1,16250, , , , , , , , 
29,1,3,16,40,40,2,5,40,2,40,0,-1,1,1,1,0,0,1,1,14,24,1,24,6,12,1,0,1,1,1,2,2,1,1,1,9,-1,-1,14,16,40,40,1,1,-2,6
48,3,4,16,10,40,2,5,12,2,55,8,99,1,1,1,1,2,3,2,18,98,2,21,98,12,1,1,3,1,3,4,4,1,1,1,3,82500,-2,18,16,55,40,1,1,2, 
41,3,3,16,-1,40,2,1,-1,1,-1,0,1,0,0,0,0,-1,0,2,97,18,0,99,14,16,5,8,3,0,2,2,7,0,1,1,6,-2,45000, , , , , , , ,2
60,5,1,16,3,-1,1,3,3,2,-1,0,2,1,1,1,0,0,0,2,97,0,1,99,11,13,3,1,1,0,0,1,7,0,1,6,4,-2,-2, , , , , , , ,2
46,3,3,16,2,45,2,3,4,2,60,1,-1,1,1,1,1,2,2,2,13,17,3,20,18,20,1,0,1,2,3,4,1,1,1,1,9,67500,37500,13,16,60,45,1,1,-3,2
42,3,3,15,3,-1,2,9,-2,1,-1,0,-1,0,1,1,0,-2,0,3,97,2,1,24,15,98,4,0,3,1,2,2,7,0,1,3,2,-1,2000, , , , , , , , 
26,1,1,13,1,55,1,4,8,1,50,1,2,1,1,1,1,7,2,2,13,20,1,20,14,20,1,1,2,1,1,2,1,2,1,1,1,67500,67500,13,13,55,50,1,0,0,6
52,4,3,14,-1,45,2,1,-1,1,-1,0,2,0,0,0,0,-1,0,2,97,19,0,22,98,98,3,1,2,0,2,3,7,0,1,1,5,100000,55000, , , , , , , , 
53,4,2,14,-1,40,2,1,-1,2,-1,0,2,0,0,0,0,-1,0,2,97,19,0,19,16,14,5,1,0,0,3,6,7,0,2,1,4,55000,55000, , , , , , , ,-2
30,2,1,14,-1,30,1,1,-1,1,28,0,-1,1,0,0,0,-1,3,2,14,18,1,18,10,11,1,0,0,1,2,3,2,2,2,1,1,45000,45000,14,14,30,28,1,0,0,1
47,3,1,14,-1,89,1,1,-1,1,-1,0,2,0,0,0,0,-1,0,1,97,15,0,17,13,12,5,1,0,0,1,1,7,0,2,1,6,37500,27500, , , , , , , ,-1
24,1,3,16,2,60,2,5,12,2,-1,1,-1,1,1,1,1,10,0,2,97,16,2,16,12,12,5,0,1,2,2,2,7,0,1,1,3,32500,32500, , , , , , , ,0
50,4,4,20,2,50,2,4,5,2,-1,1,4,1,1,1,1,3,0,2,97,19,2,19,12,16,3,1,3,1,1,5,7,0,1,1,5,55000,55000, , , , , , , ,4
56,4,1,12,3,40,1,4,5,2,-1,6,-1,1,1,1,1,2,0,3,97,14,3,14,12,98,3,0,8,2,4,3,7,0,1,1,7,23750,23750, , , , , , , , 
38,2,1,12,-1,16,1,1,-1,2,-1,0,3,0,0,0,0,-1,0,2,97,24,1,24,11,12,5,2,0,1,3,3,7,0,2,2,1,-1,-1, , , , , , , ,1
43,3,2,14,10,40,2,4,10,2,-1,0,3,1,1,1,0,0,0,2,97,11,2,13,12,97,5,1,1,1,1,16,7,0,1,1,5,21250,16250, , , , , , , , 
37,2,1,15,-1,40,1,1,-1,2,-1,0,3,1,9,0,0,-1,0,2,97,9,0,9,8,97,4,1,1,0,3,2,7,0,1,1,9,11250,11250, , , , , , , , 
32,2,1,12,0,40,1,3,2,1,-1,99,3,1,0,1,1,2,0,1,97,24,0,98,14,97,5,1,0,0,1,0,7,0,2,1,11,-2,-1, , , , , , , , 
54,4,1,12,-1,40,1,1,-1,2,-1,0,-1,0,0,0,0,-1,0,2,97,10,2,10,8,98,3,0,0,2,3,3,7,0,2,1,6,13750,13750, , , , , , , , 
89,5,0,10,-1,-1,0,1,-1,2,-1,0,10,0,0,0,0,-1,0,2,97,0,0,10,98,98,2,8,1,0,0,3,7,0,1,5,3,13750,-2, , , , , , , , 
23,1,2,14,0,39,2,3,4,2,-1,1,2,1,0,1,1,4,0,1,97,0,1,12,17,97,5,1,0,1,2,2,7,0,2,1,3,18750,-2, , , , , , , , 
86,5,1,12,-1,-1,1,1,-1,2,-1,0,-1,0,0,0,0,-1,0,3,97,0,1,11,98,98,2,0,1,0,0,14,7,0,1,5,9,16250,-2, , , , , , , , 
21,1,1,13,-1,40,1,1,-1,1,-1,0,-1,0,0,0,0,-1,0,2,97,2,2,17,14,97,5,0,0,1,2,2,7,0,3,1,6,37500,2000, , , , , , , , 
77,5,0,10,-1,-1,0,1,-1,2,-1,0,10,0,0,0,0,-1,0,2,97,0,0,10,97,98,4,1,1,0,0,13,7,0,1,5,6,13750,-2, , , , , , , , 
